# concept_id	source	quote	added_by	added_at
# source can be DOI/URL/standard-id/internal-doc-path
cooling-channel	internal:expansion:batch-40	PFC coolant channel	copilot	2026-03-19
hypervapotron	internal:expansion:batch-40	Enhanced boiling structure	copilot	2026-03-19
swirl-tube	internal:expansion:batch-40	Helical swirl cooling	copilot	2026-03-19
high-heat-flux-testing	internal:expansion:batch-40	HHF component testing	copilot	2026-03-19
plasma-spray-coating	internal:expansion:batch-40	PFM spray deposition	copilot	2026-03-19
braze-joint	internal:expansion:batch-40	W-CuCrZr braze	copilot	2026-03-19
thermal-barrier-coating	internal:expansion:batch-40	TBC thermal protection	copilot	2026-03-19
actively-cooled-component	internal:expansion:batch-40	Cooled PFC	copilot	2026-03-19
liquid-metal-divertor	internal:expansion:batch-41	Liquid metal exhaust surface	copilot	2026-03-19
vapor-shielding	internal:expansion:batch-41	LM evaporation self-protection	copilot	2026-03-19
detachment-control	internal:expansion:batch-41	Divertor detachment control	copilot	2026-03-19
closed-divertor	internal:expansion:batch-41	Enclosed divertor structure	copilot	2026-03-19
divertor-pumping	internal:expansion:batch-41	He ash pumping	copilot	2026-03-19
neutral-pressure	internal:expansion:batch-41	Divertor neutral gas pressure	copilot	2026-03-19
advanced-divertor-concept	internal:expansion:batch-41	Advanced divertor umbrella	copilot	2026-03-19
divertor-baffle	internal:expansion:batch-41	Neutral baffle at entry	copilot	2026-03-19
divertor-dome	internal:expansion:batch-41	ITER dome structure	copilot	2026-03-19
lithium-wall	internal:expansion:batch-41	Li plasma-facing wall	copilot	2026-03-19
banana-regime	internal:expansion:batch-42	Low-collisionality regime	copilot	2026-03-19
plateau-regime	internal:expansion:batch-42	Intermediate collisionality	copilot	2026-03-19
pfirsch-schlueter-regime	internal:expansion:batch-42	High-collisionality regime	copilot	2026-03-19
collisionality	internal:expansion:batch-42	Normalized collision freq	copilot	2026-03-19
thermal-force	internal:expansion:batch-42	Temperature gradient force	copilot	2026-03-19
friction-force	internal:expansion:batch-42	Inter-species friction	copilot	2026-03-19
bootstrap-generation	internal:expansion:batch-42	Trapped-passing asymmetry	copilot	2026-03-19
poloidal-asymmetry	internal:expansion:batch-42	High-Z poloidal variation	copilot	2026-03-19
neoclassical-impurity-transport	internal:expansion:batch-42	Collision-driven impurity transport	copilot	2026-03-19
collisional-damping	internal:expansion:batch-42	Collision energy dissipation	copilot	2026-03-19
articulated-boom	internal:expansion:batch-43	Multi-joint manipulator arm	copilot	2026-03-19
cask-system	internal:expansion:batch-43	Shielded transfer device	copilot	2026-03-19
pipe-cutting	internal:expansion:batch-43	Remote pipe cutting	copilot	2026-03-19
in-bore-welding	internal:expansion:batch-43	Remote bore welding	copilot	2026-03-19
remote-inspection	internal:expansion:batch-43	In-vessel remote inspection	copilot	2026-03-19
dose-rate-survey	internal:expansion:batch-43	Radiation field measurement	copilot	2026-03-19
maintenance-port	internal:expansion:batch-43	VV maintenance access	copilot	2026-03-19
component-lifetime	internal:expansion:batch-43	Replaceable component life	copilot	2026-03-19
scheduled-maintenance	internal:expansion:batch-43	Periodic overhaul	copilot	2026-03-19
divertor-replacement	internal:expansion:batch-43	Remote cassette replacement	copilot	2026-03-19
digital-twin	internal:expansion:batch-44	Real-time device mirror	copilot	2026-03-19
surrogate-model	internal:expansion:batch-44	Fast approximate model	copilot	2026-03-19
ml-disruption-prediction	internal:expansion:batch-44	ML disruption warning	copilot	2026-03-19
neural-network-transport	internal:expansion:batch-44	NN transport surrogate	copilot	2026-03-19
bayesian-inference	internal:expansion:batch-44	Bayesian parameter inversion	copilot	2026-03-19
data-driven-control	internal:expansion:batch-44	Data-based control strategy	copilot	2026-03-19
synthetic-diagnostics	internal:expansion:batch-44	Virtual diagnostic signal	copilot	2026-03-19
integrated-modeling	internal:expansion:batch-44	Multi-physics simulation	copilot	2026-03-19
workflow-automation	internal:expansion:batch-44	Pipeline automation	copilot	2026-03-19
uncertainty-quantification	internal:expansion:batch-44	Prediction UQ	copilot	2026-03-19
magnetic-helicity	internal:expansion:batch-45	Magnetic topology conserved quantity	copilot	2026-03-19
helicity-injection	internal:expansion:batch-45	Helicity injection sustainment	copilot	2026-03-19
coaxial-helicity-injection	internal:expansion:batch-45	CHI for spheromak/ST	copilot	2026-03-19
taylor-relaxation	internal:expansion:batch-45	Minimum energy relaxation	copilot	2026-03-19
taylor-state	internal:expansion:batch-45	Force-free equilibrium state	copilot	2026-03-19
magnetic-reconnection	internal:expansion:batch-45	Field line reconnection	copilot	2026-03-19
magnetic-self-organization	internal:expansion:batch-45	Spontaneous self-organization	copilot	2026-03-19
force-free-equilibrium	internal:expansion:batch-45	JxB=0 equilibrium	copilot	2026-03-19
tilt-instability	internal:expansion:batch-45	CT global tilt mode	copilot	2026-03-19
flux-amplification	internal:expansion:batch-45	Dynamo poloidal flux amplification	copilot	2026-03-19
sspx	internal:expansion:batch-46	LLNL spheromak experiment	copilot	2026-03-19
coaxial-plasma-gun	internal:expansion:batch-46	CT formation gun	copilot	2026-03-19
spheromak-merging	internal:expansion:batch-46	Counter-helicity merging	copilot	2026-03-19
flux-conserver	internal:expansion:batch-46	Conducting shell for CT	copilot	2026-03-19
plasma-sustainment	internal:expansion:batch-46	Non-inductive sustainment	copilot	2026-03-19
pinch-parameter	internal:expansion:batch-46	Theta parameter	copilot	2026-03-19
exl-50u	internal:expansion:batch-46	ENN upgraded ST	copilot	2026-03-19
ignition-temperature	internal:expansion:batch-47	Min self-sustaining temp	copilot	2026-03-19
three-alpha-reaction	internal:expansion:batch-47	p-11B three alpha channel	copilot	2026-03-19
side-reaction	internal:expansion:batch-47	Parasitic neutron reactions	copilot	2026-03-19
radiation-dominated-regime	internal:expansion:batch-47	Radiation>fusion power zone	copilot	2026-03-19
laser-boron-fusion	internal:expansion:batch-47	Laser driven p-B11	copilot	2026-03-19
hb11-energy	internal:expansion:batch-47	Australian laser p-B11 co.	copilot	2026-03-19
lpp-fusion	internal:expansion:batch-47	US DPF p-B11 company	copilot	2026-03-19
fusion-product-spectrum	internal:expansion:batch-47	Reaction product energy dist	copilot	2026-03-19
power-density	internal:expansion:batch-47	Fusion power per volume	copilot	2026-03-19
presheath	internal:expansion:batch-48	Ion acceleration ahead of sheath	copilot	2026-03-21
co-deposition	internal:expansion:batch-48	Eroded material + H co-deposition	copilot	2026-03-21
impurity-source	internal:expansion:batch-48	Wall impurity production	copilot	2026-03-21
impurity-influx	internal:expansion:batch-48	Impurity flux into plasma	copilot	2026-03-21
fuel-recycling	internal:expansion:batch-48	H isotope wall recycling	copilot	2026-03-21
wall-pumping	internal:expansion:batch-48	Wall H absorption effect	copilot	2026-03-21
deposition	internal:expansion:batch-48	Material wall deposition	copilot	2026-03-21
graphite	internal:expansion:batch-48	Legacy C PFC material	copilot	2026-03-21
surface-roughening	internal:expansion:batch-48	Plasma exposure roughening	copilot	2026-03-21
cracking	internal:expansion:batch-48	PFC surface cracking	copilot	2026-03-21
thermal-shock	internal:expansion:batch-49	Single-pulse HHF damage	copilot	2026-03-21
disruption-erosion	internal:expansion:batch-49	Disruption wall erosion	copilot	2026-03-21
elm-induced-erosion	internal:expansion:batch-49	ELM transient erosion	copilot	2026-03-21
runaway-electron-damage	internal:expansion:batch-49	RE impact PFC damage	copilot	2026-03-21
prompt-redeposition	internal:expansion:batch-49	Near-field redeposition	copilot	2026-03-21
lithium-coating	internal:expansion:batch-49	Li wall conditioning	copilot	2026-03-21
siliconization	internal:expansion:batch-49	Silane GDC conditioning	copilot	2026-03-21
dust-generation	internal:expansion:batch-49	Erosion dust production	copilot	2026-03-21
dust-transport	internal:expansion:batch-49	In-vessel dust dynamics	copilot	2026-03-21
dust-inventory	internal:expansion:batch-49	Mobilizable dust quantity	copilot	2026-03-21
debye-shielding	internal:expansion:batch-50	Debye shielding in plasma	copilot	2026-03-22
plasma-resistivity	internal:expansion:batch-50	Classical Spitzer resistivity	copilot	2026-03-22
flux-coordinate	internal:expansion:batch-50	Magnetic flux coordinate system	copilot	2026-03-22
field-line-tracing	internal:expansion:batch-50	Magnetic field line tracing method	copilot	2026-03-22
current-drive	internal:expansion:batch-50	Non-inductive plasma current drive	copilot	2026-03-22
lower-hybrid-heating	internal:expansion:batch-50	Lower hybrid wave heating	copilot	2026-03-22
neutral-beam-current-drive	internal:expansion:batch-50	NBI current drive	copilot	2026-03-22
ignition-condition	internal:expansion:batch-50	Self-sustained fusion ignition	copilot	2026-03-22
high-recycling	internal:expansion:batch-50	High recycling divertor regime	copilot	2026-03-22
ceramic-breeder	internal:expansion:batch-50	Li4SiO4/Li2TiO3 ceramic breeder	copilot	2026-03-22
wcll	internal:expansion:batch-50	EU WCLL blanket concept	copilot	2026-03-22
loss-of-vacuum-accident	internal:expansion:batch-50	LOVA design basis accident	copilot	2026-03-22
neutron-activation	internal:expansion:batch-50	Neutron-induced activation	copilot	2026-03-22
neutron-camera	internal:expansion:batch-50	Spatially resolved neutron diagnostic	copilot	2026-03-22
helias	internal:expansion:batch-50	HELIAS stellarator concept	copilot	2026-03-22
quasi-symmetric-stellarator	internal:expansion:batch-50	Quasi-symmetry optimized stellarator	copilot	2026-03-22
coolant-loop	internal:expansion:batch-50	Primary/secondary coolant loop	copilot	2026-03-22
power-conversion-system	internal:expansion:batch-50	PCS heat-to-electricity	copilot	2026-03-22
maintenance-period	internal:expansion:batch-50	Scheduled maintenance interval	copilot	2026-03-22
gyrokinetic-simulation	internal:expansion:batch-50	GK turbulence simulation	copilot	2026-03-22
# ==== Batch 51 P0 ====
gyro-bohm-scaling	https://en.wikipedia.org/wiki/Bohm_diffusion			2026-03-23
turbulent-diffusion	internal:fusion-transport:turbulent-diffusion			2026-03-23
particle-pinch	internal:fusion-transport:particle-pinch			2026-03-23
thermodiffusion	internal:fusion-transport:thermodiffusion			2026-03-23
external-kink	internal:mhd-stability:external-kink			2026-03-23
sausage-instability	https://en.wikipedia.org/wiki/Pinch_(plasma_physics)			2026-03-23
pressure-driven-mode	internal:mhd-stability:pressure-driven			2026-03-23
current-driven-mode	internal:mhd-stability:current-driven			2026-03-23
ideal-mhd-stability	internal:mhd-stability:ideal-mhd			2026-03-23
resistive-instability	internal:mhd-stability:resistive-instab			2026-03-23
global-alfven-eigenmode	internal:mhd-alfven-eigenmode:gae			2026-03-23
parallel-heat-flux	internal:sol-divertor:parallel-heat-flux			2026-03-23
filament	internal:sol-divertor:filament			2026-03-23
divertor-leg	internal:sol-divertor:divertor-leg			2026-03-23
flux-tube	internal:sol-divertor:flux-tube			2026-03-23
connection-length	internal:sol-divertor:connection-length			2026-03-23
wetted-area	internal:sol-divertor:wetted-area			2026-03-23
fuel-cycle	internal:fuel-cycle:overview			2026-03-23
isotope-separation	internal:fuel-cycle:isotope-separation			2026-03-23
hydrogen-isotope	https://en.wikipedia.org/wiki/Isotopes_of_hydrogen			2026-03-23
protium	https://en.wikipedia.org/wiki/Hydrogen-1			2026-03-23
tritium-storage	internal:fuel-cycle:tritium-storage			2026-03-23
tritium-recovery	internal:fuel-cycle:tritium-recovery			2026-03-23
tritium-processing	internal:fuel-cycle:tritium-processing			2026-03-23
palladium-membrane	internal:fuel-cycle:palladium-membrane			2026-03-23
getter-bed	internal:fuel-cycle:getter-bed			2026-03-23
glovebox	internal:fuel-cycle:glovebox			2026-03-23
# ==== Batch 52 P1 ====
helicon-wave	internal:heating:helicon-wave			2026-03-23
wave-plasma-interaction	internal:heating:wave-plasma-interaction			2026-03-23
hard-x-ray	internal:diagnostics:hard-x-ray			2026-03-23
magnetic-probe	internal:diagnostics:magnetic-probe			2026-03-23
faraday-rotation	internal:diagnostics:faraday-rotation			2026-03-23
material-migration	internal:pmi:material-migration			2026-03-23
radiation-damage	internal:pmi:radiation-damage			2026-03-23
embrittlement	internal:pmi:embrittlement			2026-03-23
# ==== Batch 53 P2 ====
occupational-dose	internal:safety:occupational-dose			2026-03-23
mean-free-path	https://en.wikipedia.org/wiki/Mean_free_path			2026-03-23
cyclotron-frequency	https://en.wikipedia.org/wiki/Cyclotron_resonance			2026-03-23
magnetic-pressure	https://en.wikipedia.org/wiki/Magnetic_pressure			2026-03-23
# ==== Batch 54: Dify KB mining ====
hands-on-recycling	dify:Neutronics/RadWaste:El-Guebaly_2008			2026-03-24
remote-handling-recycling	dify:Neutronics/RadWaste:Zucchetti_2001			2026-03-24
permanent-disposal-waste	dify:Neutronics/ActivationInventory:Zucchetti_2001			2026-03-24
waste-form	dify:Neutronics/RadWaste:CHNStandards:GB14500-2002			2026-03-24
waste-package	dify:Neutronics/RadWaste:CHNStandards:GB_2018			2026-03-24
near-surface-disposal	dify:Neutronics/RadWaste:HAD_401-04_1998			2026-03-24
geological-disposal	dify:Neutronics/RadWaste:HAD_401-04_1998			2026-03-24
nuclide-inventory	dify:Neutronics/ActivationInventory:Ma_Huang_2018			2026-03-24
decay-gamma-source	dify:Neutronics/ShutdownDoseRate:Sauvan_2016			2026-03-24
rigorous-two-step	dify:Neutronics/ShutdownDoseRate:Chen_Fischer_2002			2026-03-24
rami	dify:NuclearReactor/FusionReactors:CFETR_RAMI			2026-03-24
pebble-bed	dify:Neutronics/Blankets:WCCB:Chen_2015			2026-03-24
mixed-pebble-bed	dify:Neutronics/Blankets:WCCB:Liu_2022			2026-03-24
tritium-release	dify:Neutronics/Blankets:WCCB:Pu_2016			2026-03-24
permeation-reduction-factor	dify:LM-PMI/tritiumFuelCyclePermeation:Chapter_7.8			2026-03-24
alumina-coating	dify:LM-PMI/tritiumFuelCyclePermeation:Development_advanced			2026-03-24
erbium-oxide	dify:LM-PMI/tritiumFuelCyclePermeation:Levchuk_2007			2026-03-24
dbtt-shift	dify:Material:Victoria_2001			2026-03-24
boron-powder-injection	dify:BoronPWI/Boronization:Bodner_2022			2026-03-24
nitrogen-seeding	internal:pmi:nitrogen-seeding			2026-03-24
radio-frequency-heating	dify:Classes:Wesson_1999			2026-03-24
hartmann-number	dify:LM-PMI/mhdHeatTransfer:Shercliff_1962			2026-03-24
mhd-pressure-drop	dify:LM-PMI/mhdHeatTransfer:DCLL_MHD			2026-03-24
flow-channel-insert	dify:LM-PMI/mhdHeatTransfer:DCLL_MHD			2026-03-24
design	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
fusion	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
system	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
calculation	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
analysis	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
material	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
performance	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
radiation	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
activation	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
neutron	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
simulation	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
maintenance	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
evaluation	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
method	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
mode	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
device	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
transport	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
decay	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
cooling	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
damage	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
protection	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
sealing	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
reactor	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
steel	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
wall	internal:translation:glue-vocabulary	High-frequency academic glue word for zh→en search translation		2026-03-29
fusion-reactor	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
fusion-device	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
nuclear-fusion	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
neutron-transport	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
neutron-shielding	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
liquid-metal	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
cooling-system	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
containment	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
safety-analysis	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
radiation-protection	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
conceptual-design	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
structural-design	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29
computational-method	internal:translation:compound-vocabulary	High-frequency compound term for zh→en search translation		2026-03-29

# ==== Batch 55: General Scientific & Engineering Methodology ====
benchmark	https://en.wikipedia.org/wiki/Benchmark_(computing)			2026-04-04
validation	https://en.wikipedia.org/wiki/Verification_and_validation			2026-04-04
verification	https://en.wikipedia.org/wiki/Verification_and_validation			2026-04-04
sensitivity-analysis	https://en.wikipedia.org/wiki/Sensitivity_analysis			2026-04-04
parametric-study	internal:fusion-terms:domain-expansion	General engineering methodology		2026-04-04
best-estimate	internal:fusion-terms:domain-expansion	Nuclear safety analysis methodology		2026-04-04
conservative-estimate	internal:fusion-terms:domain-expansion	Nuclear safety analysis methodology		2026-04-04
design-margin	internal:fusion-terms:domain-expansion	General engineering design concept		2026-04-04
code-to-code-comparison	internal:fusion-terms:domain-expansion	V&V methodology for computational codes		2026-04-04
figure-of-merit	https://en.wikipedia.org/wiki/Figure_of_merit			2026-04-04
error-propagation	https://en.wikipedia.org/wiki/Propagation_of_uncertainty			2026-04-04
convergence-criterion	internal:fusion-terms:domain-expansion	Numerical analysis concept		2026-04-04
mesh-independence	internal:fusion-terms:domain-expansion	Numerical analysis V&V practice		2026-04-04
dimensional-analysis	https://en.wikipedia.org/wiki/Dimensional_analysis			2026-04-04
empirical-correlation	internal:fusion-terms:domain-expansion	Engineering data-fitting methodology		2026-04-04
analytical-solution	internal:fusion-terms:domain-expansion	Mathematical analysis concept		2026-04-04
numerical-solution	internal:fusion-terms:domain-expansion	Computational science concept		2026-04-04
boundary-condition	https://en.wikipedia.org/wiki/Boundary_value_problem			2026-04-04
initial-condition	https://en.wikipedia.org/wiki/Initial_value_problem			2026-04-04
transient-analysis	internal:fusion-terms:domain-expansion	Time-dependent simulation methodology		2026-04-04
coupled-analysis	internal:fusion-terms:domain-expansion	Multi-physics simulation strategy		2026-04-04
multiphysics	https://en.wikipedia.org/wiki/Multiphysics			2026-04-04
response-surface	https://en.wikipedia.org/wiki/Response_surface_methodology			2026-04-04
latin-hypercube-sampling	https://en.wikipedia.org/wiki/Latin_hypercube_sampling			2026-04-04
monte-carlo-sampling	https://en.wikipedia.org/wiki/Monte_Carlo_method			2026-04-04
goodness-of-fit	https://en.wikipedia.org/wiki/Goodness_of_fit			2026-04-04

# ==== Batch 56: HPC / Parallel Computing / Workflow ====
mpi	https://en.wikipedia.org/wiki/Message_Passing_Interface			2026-04-04
openmp	https://en.wikipedia.org/wiki/OpenMP			2026-04-04
gpu-offloading	https://en.wikipedia.org/wiki/General-purpose_computing_on_graphics_processing_units			2026-04-04
slurm	https://en.wikipedia.org/wiki/Slurm_Workload_Manager			2026-04-04
pbs	https://en.wikipedia.org/wiki/Portable_Batch_System			2026-04-04
batch-job	internal:fusion-terms:domain-expansion	HPC workflow concept		2026-04-04
compute-node	internal:fusion-terms:domain-expansion	HPC architecture concept		2026-04-04
cpu-core	internal:fusion-terms:domain-expansion	Processor architecture concept		2026-04-04
walltime	internal:fusion-terms:domain-expansion	HPC scheduling metric		2026-04-04
scalability	https://en.wikipedia.org/wiki/Scalability			2026-04-04
load-balancing	https://en.wikipedia.org/wiki/Load_balancing_(computing)			2026-04-04
apptainer	https://en.wikipedia.org/wiki/Singularity_(software)			2026-04-04
singularity	https://en.wikipedia.org/wiki/Singularity_(software)			2026-04-04
container	https://en.wikipedia.org/wiki/OS-level_virtualization			2026-04-04
ci-cd	https://en.wikipedia.org/wiki/CI/CD			2026-04-04
regression-test	https://en.wikipedia.org/wiki/Regression_testing			2026-04-04
domain-decomposition	https://en.wikipedia.org/wiki/Domain_decomposition_methods			2026-04-04
thread	https://en.wikipedia.org/wiki/Thread_(computing)			2026-04-04
os-process	https://en.wikipedia.org/wiki/Process_(computing)			2026-04-04
parallel-efficiency	internal:fusion-terms:domain-expansion	Parallel computing metric		2026-04-04
speedup	https://en.wikipedia.org/wiki/Speedup			2026-04-04
amdahls-law	https://en.wikipedia.org/wiki/Amdahl%27s_law			2026-04-04
strong-scaling	internal:fusion-terms:domain-expansion	HPC scaling concept		2026-04-04
weak-scaling	internal:fusion-terms:domain-expansion	HPC scaling concept		2026-04-04
memory-bandwidth	internal:fusion-terms:domain-expansion	Computer architecture metric		2026-04-04
cache-miss	internal:fusion-terms:domain-expansion	Computer architecture concept		2026-04-04
interconnect	internal:fusion-terms:domain-expansion	HPC networking concept		2026-04-04
infiniband	https://en.wikipedia.org/wiki/InfiniBand			2026-04-04
job-scheduler	internal:fusion-terms:domain-expansion	HPC resource management		2026-04-04
queue	internal:fusion-terms:domain-expansion	HPC job scheduling concept		2026-04-04
ssh-tunnel	https://en.wikipedia.org/wiki/Tunneling_protocol#SSH			2026-04-04
environment-module	https://en.wikipedia.org/wiki/Environment_Modules_(software)			2026-04-04
scratch-filesystem	internal:fusion-terms:domain-expansion	HPC temporary storage concept		2026-04-04
checkpoint-restart	https://en.wikipedia.org/wiki/Application_checkpointing			2026-04-04
profiler	https://en.wikipedia.org/wiki/Profiling_(computer_programming)			2026-04-04

# ==== Batch 57: MC & Deterministic Transport Methods ====
track-length-estimator	internal:fusion-terms:domain-expansion	MC tally estimator type		2026-04-04
collision-estimator	internal:fusion-terms:domain-expansion	MC tally estimator type		2026-04-04
surface-current-tally	internal:fusion-terms:domain-expansion	MC tally type		2026-04-04
cell-flux-tally	internal:fusion-terms:domain-expansion	MC tally type		2026-04-04
mesh-tally	internal:fusion-terms:domain-expansion	MC tally type		2026-04-04
cadis	https://doi.org/10.13182/NSE06-A2610	Wagner & Haghighat 2007		2026-04-04
fw-cadis	https://doi.org/10.13182/NSE09-33	Wagner et al. 2011		2026-04-04
source-biasing	internal:fusion-terms:domain-expansion	MC variance reduction technique		2026-04-04
geometry-splitting	internal:fusion-terms:domain-expansion	MC variance reduction technique		2026-04-04
russian-roulette	https://en.wikipedia.org/wiki/Russian_roulette_(Monte_Carlo)			2026-04-04
implicit-capture	internal:fusion-terms:domain-expansion	MC variance reduction technique		2026-04-04
forced-collision	internal:fusion-terms:domain-expansion	MC variance reduction technique		2026-04-04
dxtran-sphere	internal:fusion-terms:domain-expansion	MCNP-specific VR technique		2026-04-04
shannon-entropy	https://en.wikipedia.org/wiki/Entropy_(information_theory)			2026-04-04
keff	https://en.wikipedia.org/wiki/Nuclear_chain_reaction#Effective_neutron_multiplication_factor			2026-04-04
adjoint-transport	internal:fusion-terms:domain-expansion	Radiation transport methodology		2026-04-04
hybrid-method	internal:fusion-terms:domain-expansion	Combined MC+deterministic approach		2026-04-04
discrete-ordinates	https://en.wikipedia.org/wiki/Discrete_ordinates_method			2026-04-04
method-of-characteristics	https://en.wikipedia.org/wiki/Method_of_characteristics			2026-04-04
diffusion-equation	https://en.wikipedia.org/wiki/Neutron_transport#Neutron_diffusion_equation			2026-04-04
transport-equation	https://en.wikipedia.org/wiki/Boltzmann_equation			2026-04-04
eigenvalue-problem	internal:fusion-terms:domain-expansion	Criticality problem formulation		2026-04-04
fixed-source	internal:fusion-terms:domain-expansion	Shielding/activation source problem		2026-04-04
criticality-calculation	internal:fusion-terms:domain-expansion	Nuclear safety computation		2026-04-04
source-convergence	internal:fusion-terms:domain-expansion	MC fission source convergence		2026-04-04
relative-error	internal:fusion-terms:domain-expansion	MC statistical metric		2026-04-04
tally-reliability	internal:fusion-terms:domain-expansion	MC tally quality indicator		2026-04-04
particle-splitting	internal:fusion-terms:domain-expansion	MC variance reduction technique		2026-04-04
energy-cutoff	internal:fusion-terms:domain-expansion	MC tracking parameter		2026-04-04
time-cutoff	internal:fusion-terms:domain-expansion	MC tracking parameter		2026-04-04
coupled-neutron-photon	internal:fusion-terms:domain-expansion	Multi-particle transport method		2026-04-04
analog-monte-carlo	internal:fusion-terms:domain-expansion	Unbiased MC simulation		2026-04-04
importance-function	internal:fusion-terms:domain-expansion	VR adjoint concept		2026-04-04
response-function	internal:fusion-terms:domain-expansion	Detector response kernel		2026-04-04

# ==== Batch 58: Nuclear Data Processing & Burnup ====
continuous-energy	internal:fusion-terms:domain-expansion	MC energy treatment concept		2026-04-04
multigroup	internal:fusion-terms:domain-expansion	Deterministic energy discretization		2026-04-04
ace-format	https://docs.openmc.org/en/stable/methods/cross_sections.html			2026-04-04
endf-format	https://en.wikipedia.org/wiki/Evaluated_Nuclear_Data_File			2026-04-04
njoy	https://www.njoy21.io/			2026-04-04
cross-section-processing	internal:fusion-terms:domain-expansion	Nuclear data workflow step		2026-04-04
thermal-scattering	internal:fusion-terms:domain-expansion	Low-energy neutron physics		2026-04-04
s-alpha-beta	internal:fusion-terms:domain-expansion	Thermal scattering law representation		2026-04-04
depletion	https://en.wikipedia.org/wiki/Burnup			2026-04-04
decay-chain	https://en.wikipedia.org/wiki/Decay_chain			2026-04-04
bateman-equation	https://en.wikipedia.org/wiki/Bateman_equation			2026-04-04
fission-yield	https://en.wikipedia.org/wiki/Nuclear_fission_product			2026-04-04
resonance-self-shielding	internal:fusion-terms:domain-expansion	Nuclear data processing concept		2026-04-04
unresolved-resonance-region	internal:fusion-terms:domain-expansion	Nuclear data energy range		2026-04-04
resolved-resonance-region	internal:fusion-terms:domain-expansion	Nuclear data energy range		2026-04-04
probability-table	internal:fusion-terms:domain-expansion	URR MC treatment method		2026-04-04
reaction-rate	internal:fusion-terms:domain-expansion	Nuclear physics metric		2026-04-04
microscopic-cross-section	internal:fusion-terms:domain-expansion	Nuclear physics quantity		2026-04-04
macroscopic-cross-section	internal:fusion-terms:domain-expansion	Nuclear physics quantity		2026-04-04
lethargy	internal:fusion-terms:domain-expansion	Nuclear physics energy variable		2026-04-04
spectrum-weighting	internal:fusion-terms:domain-expansion	Nuclear data processing method		2026-04-04
group-collapse	internal:fusion-terms:domain-expansion	Nuclear data processing method		2026-04-04
kerma-factor	internal:fusion-terms:domain-expansion	Nuclear heating coefficient		2026-04-04
atom-density	internal:fusion-terms:domain-expansion	Material specification quantity		2026-04-04
isotopic-composition	internal:fusion-terms:domain-expansion	Material specification		2026-04-04
burnup	https://en.wikipedia.org/wiki/Burnup			2026-04-04

# ==== Batch 59: CAD & Geometry Modeling ====
csg	https://en.wikipedia.org/wiki/Constructive_solid_geometry			2026-04-04
b-rep	https://en.wikipedia.org/wiki/Boundary_representation			2026-04-04
